0:0.74837091377052;0.8352077827766918;0.07669895743095312;0.17243898920810596;0.14344585283799294:0.10341905704918021;0.19069778281037159;0.0;0.10240139196802925;0.0363124254124334;0.07456195450906297;0.2347024151796051;0.0;0.0;0.07857372422425657
1:0.16841851887985582;0.1337544632704264;0.4348640657134428;0.9956779587631075;0.04879988136147673:0.0;0.0;0.0;0.020827097947315257;0.0;0.0;0.02258593481075384;0.0;0.1465476455146937;0.32459556452071153
2:0.4852873193263283;0.5669886866963504;0.04165726844915385;0.9625595801432318;0.1850796655569269:0.10957461446818696;0.13662644655693568;0.0;0.09841064921393143;0.07477130359043832;0.0;0.0;0.0;0.014759924569838531;0.19367685679730318
3:0.6222307845696199;0.1961234321879859;0.13114666503014838;0.43971889259695907;0.29893427774334813:0.0;0.1510688622593973;0.0;0.12723939195229092;0.11223930458229579;0.0;0.01202196198236618;0.03428439548422488;0.0;0.08617690717495087
4:0.3317104123038488;0.08641097481469784;0.02303565883942449;0.9255184207696784;0.33358028129722006:0.0;0.10921436423915529;0.0;0.15193782036282993;0.049861202937414;0.0;0.0;0.03742694848099315;0.11891611573397606;0.21659164215532745
5:0.10960147397101261;0.8796619855665687;0.35387867601498535;0.6696796766341616;0.37621570185634956:0.08945863911898147;0.2091071989896045;0.0;0.12008778808350433;0.0;0.0;0.07874887916730003;0.0;0.0;0.24140606278631163
6:0.1278654056970272;0.6022309123306165;0.9861429627563576;0.2674152600239196;0.48838075300447237:0.0;0.0455963364629037;0.0;0.4419384134586276;0.0641354364460713;0.0;0.18547759621881646;0.14261265741060075;0.0;0.2456261378632944
7:0.2290383265957755;0.5062901592970979;0.09191587421352265;0.7811885829863142;0.6170842589155936:0.10468362286261244;0.08197266279302262;0.0;0.1274502726604151;0.08539084847625922;0.0;0.0;0.0;0.0;0.1845638340475837
8:0.42136681897428885;0.416732194886242;0.9652231753762182;0.508879766322368;0.2125824098300939:0.021246060514830356;0.0;0.0;0.24592502256036897;0.007312969316137813;0.0;0.0976569184884;0.09214505838424195;0.0;0.3180843180277828
9:0.4449634926378332;0.5830599232441688;0.34633660663980126;0.3705451095427388;0.7337218377416951:0.0;0.16537824044399504;0.0;0.2146131045584448;0.014049187227495152;0.0;0.055443718953086335;0.0;0.0;0.20138583204586835
10:0.561545911506545;0.7951521723801432;0.1484961529099711;0.8863303550691579;0.6831791500515587:0.0;0.20412374196176228;0.0;0.18565138264521514;0.0;0.0;0.07812113933997675;0.0;0.005795640793589796;0.24839936290873424
11:0.8979833751434835;0.45460865547880636;0.6552675452698503;0.5099084508661686;0.7085763624962105:0.0;0.07328792523387666;0.0;0.3313692673451374;0.0;0.0;0.009152941183708171;0.0;0.0;0.20721571786873166
12:0.214251053675252;0.11327604915652845;0.7504039242505656;0.874408476568605;0.5430113763298022:0.0;0.0;0.0;0.2823659926536419;0.0;0.0;0.0;0.042671351434118154;0.0;0.2502448146356224
13:0.5836824863387717;0.040584459256857386;0.7874664818726897;0.9287375301252399;0.5687228519973582:0.0;0.0;0.0;0.21184143990659737;0.0;0.0;0.0;0.12538250706477416;0.0;0.4017660360542482
14:0.18015100555674468;0.0598899868740882;0.050564173234841414;0.7025731768089346;0.6585358607226162:0.0;0.09720625659627166;0.0;0.25355876886298395;0.05642383608777838;0.0;0.0;0.10956012525748271;0.09864809354594936;0.19204751968122913
15:0.4653771757984535;0.045315917398871086;0.18613159353594289;0.5171606456836418;0.8208524894801925:0.0;0.14890299262543147;0.053471610383438756;0.35779752322344116;0.03255161406371282;0.0;0.0;0.004220513400524213;0.0;0.08290398722513143
16:0.3658695027851844;0.8526865243150494;0.7526648687935658;0.7325730809936419;0.08448309375366192:0.039710623837442394;0.0;0.0;0.12199352875890153;0.0;0.0;0.10474820820325283;0.0;0.0;0.3106518749953031
17:0.06913388490570849;0.3707376252761274;0.8076575841866879;0.8321872035168218;0.6793232914736579:0.0;0.04642665159300849;0.0;0.2292179027010274;0.0;0.0;0.0;0.014052817458745828;0.0;0.25022955357075827
18:0.6680946560709693;0.7513700995226784;0.35021260029820267;0.820611952622217;0.7057133454806966:0.0;0.16643880902214508;0.0;0.23045496255237272;0.0;0.0;0.03970798988979872;0.0;0.0;0.22354692117244762
19:0.9356690700513597;0.5877772442858626;0.9799985173882654;0.8237955577742591;0.983152578072994:0.0;0.009854657720205426;0.0;0.5099259414980192;0.0;0.0;1.6444346089064532E-5;0.0;0.0;0.4252693519557108
20:0.03946305463596511;0.7187458347057131;0.33612221938169484;0.7352476260231003;0.3776449619734804:0.07918121588482646;0.08142686610927288;0.0;0.20526765730867771;0.0746165955605407;0.0;0.11469782323774368;0.0;0.0;0.18109659831361624
21:0.6190136701106964;0.5043829988960131;0.5255545693597881;0.98638442737086;0.9248410565741622:0.0;0.0845133781817798;0.0;0.3218317344786035;0.0;0.0;0.0;0.0;0.0;0.3718706548896893
